Country;Month;Year;Lat;Lon;PM10 
Fontibon;3;23;0.32191535;0.0027104016;18,8
Fontibon;3;23;0.32191535;0.0027104016;38,4
Fontibon;3;23;0.32191535;0.0027104016;52,2
Fontibon;3;23;0.32191535;0.0027104016;41,9
Fontibon;3;23;0.32191535;0.0027104016;21,6
Fontibon;3;23;0.32191535;0.0027104016;28,3
Fontibon;3;23;0.32191535;0.0027104016;33,1
Fontibon;3;23;0.32191535;0.0027104016;53,6
Fontibon;3;23;0.32191535;0.0027104016;58,1
Fontibon;3;23;0.32191535;0.0027104016;49,4
Fontibon;3;23;0.32191535;0.0027104016;54,5
Fontibon;3;23;0.32191535;0.0027104016;59,7
Fontibon;3;23;0.32191535;0.0027104016;66,1
Fontibon;3;23;0.32191535;0.0027104016;66,5
Fontibon;3;23;0.32191535;0.0027104016;60,1
Fontibon;3;23;0.32191535;0.0027104016;51,2
Fontibon;3;23;0.32191535;0.0027104016;45,4
Fontibon;3;23;0.32191535;0.0027104016;58,8
Fontibon;3;23;0.32191535;0.0027104016;57
Fontibon;3;23;0.32191535;0.0027104016;60
Fontibon;3;23;0.32191535;0.0027104016;101,6
Fontibon;3;23;0.32191535;0.0027104016;209,7
Fontibon;3;23;0.32191535;0.0027104016;88,2
Fontibon;3;23;0.32191535;0.0027104016;50,2
Fontibon;3;23;0.32191535;0.0027104016;33,1
Fontibon;3;23;0.32191535;0.0027104016;34
Fontibon;3;23;0.32191535;0.0027104016;32,8
Fontibon;3;23;0.32191535;0.0027104016;22
Fontibon;3;23;0.32191535;0.0027104016;33
Fontibon;3;23;0.32191535;0.0027104016;43,9
Fontibon;3;23;0.32191535;0.0027104016;50,2
Fontibon;3;23;0.32191535;0.0027104016;32,7
Fontibon;3;23;0.32191535;0.0027104016;29,6
Fontibon;3;23;0.32191535;0.0027104016;27,7
Fontibon;3;23;0.32191535;0.0027104016;45,2
Fontibon;3;23;0.32191535;0.0027104016;56,2
Fontibon;3;23;0.32191535;0.0027104016;48,9
Fontibon;3;23;0.32191535;0.0027104016;48,6
Fontibon;3;23;0.32191535;0.0027104016;53,7
Fontibon;3;23;0.32191535;0.0027104016;40,7
Fontibon;3;23;0.32191535;0.0027104016;47
Fontibon;3;23;0.32191535;0.0027104016;47,6
Fontibon;3;23;0.32191535;0.0027104016;53,1
Fontibon;3;23;0.32191535;0.0027104016;60,7
Fontibon;3;23;0.32191535;0.0027104016;131,5
Fontibon;3;23;0.32191535;0.0027104016;157,7
Fontibon;3;23;0.32191535;0.0027104016;86
Fontibon;3;23;0.32191535;0.0027104016;65,3
Fontibon;3;23;0.32191535;0.0027104016;48,3
Fontibon;3;23;0.32191535;0.0027104016;41,1
Fontibon;3;23;0.32191535;0.0027104016;32,5
Fontibon;3;23;0.32191535;0.0027104016;37,1
Fontibon;3;23;0.32191535;0.0027104016;37,1
Fontibon;3;23;0.32191535;0.0027104016;28,4
Fontibon;3;23;0.32191535;0.0027104016;31,7
Fontibon;3;23;0.32191535;0.0027104016;30
Fontibon;3;23;0.32191535;0.0027104016;43,3
Fontibon;3;23;0.32191535;0.0027104016;73,2
Fontibon;3;23;0.32191535;0.0027104016;56,1
Fontibon;3;23;0.32191535;0.0027104016;59,9
Fontibon;3;23;0.32191535;0.0027104016;86
Fontibon;3;23;0.32191535;0.0027104016;66,7
Fontibon;4;23;0.32191535;0.0027104016;61,9
Fontibon;4;23;0.32191535;0.0027104016;43,9
Fontibon;4;23;0.32191535;0.0027104016;60,5
Fontibon;4;23;0.32191535;0.0027104016;48
Fontibon;4;23;0.32191535;0.0027104016;67
Fontibon;4;23;0.32191535;0.0027104016;65,6
Fontibon;4;23;0.32191535;0.0027104016;53,2
Fontibon;4;23;0.32191535;0.0027104016;66,6
Fontibon;4;23;0.32191535;0.0027104016;79,4
Fontibon;4;23;0.32191535;0.0027104016;53,2
Fontibon;4;23;0.32191535;0.0027104016;46,2
Fontibon;4;23;0.32191535;0.0027104016;46,7
Fontibon;4;23;0.32191535;0.0027104016;33,7
Fontibon;4;23;0.32191535;0.0027104016;30,9
Fontibon;4;23;0.32191535;0.0027104016;29
Fontibon;4;23;0.32191535;0.0027104016;19
Fontibon;4;23;0.32191535;0.0027104016;21,2
Fontibon;4;23;0.32191535;0.0027104016;42,5
Fontibon;4;23;0.32191535;0.0027104016;47
Fontibon;4;23;0.32191535;0.0027104016;46,2
Fontibon;4;23;0.32191535;0.0027104016;38,8
Fontibon;4;23;0.32191535;0.0027104016;37,4
Fontibon;4;23;0.32191535;0.0027104016;41,1
Fontibon;4;23;0.32191535;0.0027104016;41,8
Fontibon;4;23;0.32191535;0.0027104016;40
Fontibon;4;23;0.32191535;0.0027104016;39,9
Fontibon;4;23;0.32191535;0.0027104016;36,4
Fontibon;4;23;0.32191535;0.0027104016;15,9
Fontibon;4;23;0.32191535;0.0027104016;13,9
Fontibon;4;23;0.32191535;0.0027104016;16,5
Fontibon;4;23;0.32191535;0.0027104016;20,4
Fontibon;4;23;0.32191535;0.0027104016;14,2
Fontibon;4;23;0.32191535;0.0027104016;7,9
Fontibon;4;23;0.32191535;0.0027104016;15,4
Fontibon;4;23;0.32191535;0.0027104016;9,9
Fontibon;4;23;0.32191535;0.0027104016;8,7
Fontibon;4;23;0.32191535;0.0027104016;6,9
Fontibon;4;23;0.32191535;0.0027104016;12,9
Fontibon;4;23;0.32191535;0.0027104016;12,1
Fontibon;4;23;0.32191535;0.0027104016;12,8
Fontibon;4;23;0.32191535;0.0027104016;10,9
Fontibon;4;23;0.32191535;0.0027104016;10,5
Fontibon;4;23;0.32191535;0.0027104016;15,4
Fontibon;4;23;0.32191535;0.0027104016;9,5
Fontibon;4;23;0.32191535;0.0027104016;15,1
Fontibon;4;23;0.32191535;0.0027104016;16,6
Fontibon;4;23;0.32191535;0.0027104016;21,6
Fontibon;4;23;0.32191535;0.0027104016;16,2
Fontibon;4;23;0.32191535;0.0027104016;7,8
Fontibon;4;23;0.32191535;0.0027104016;6,3
Fontibon;4;23;0.32191535;0.0027104016;8,8
Fontibon;4;23;0.32191535;0.0027104016;7,7
Fontibon;4;23;0.32191535;0.0027104016;15
Fontibon;4;23;0.32191535;0.0027104016;17
Fontibon;4;23;0.32191535;0.0027104016;37,2
Fontibon;4;23;0.32191535;0.0027104016;38,1
Fontibon;4;23;0.32191535;0.0027104016;28,2
Fontibon;4;23;0.32191535;0.0027104016;19,9
Fontibon;4;23;0.32191535;0.0027104016;19,9
Fontibon;4;23;0.32191535;0.0027104016;28,8
Fontibon;4;23;0.32191535;0.0027104016;27
Fontibon;4;23;0.32191535;0.0027104016;26,7
Fontibon;4;23;0.32191535;0.0027104016;23,3
Fontibon;4;23;0.32191535;0.0027104016;16,1
Fontibon;4;23;0.32191535;0.0027104016;17,1
Fontibon;4;23;0.32191535;0.0027104016;19,2
Fontibon;4;23;0.32191535;0.0027104016;32,8
Fontibon;4;23;0.32191535;0.0027104016;50,1
Fontibon;4;23;0.32191535;0.0027104016;40,9
Fontibon;4;23;0.32191535;0.0027104016;40,1
Fontibon;4;23;0.32191535;0.0027104016;42,7
Fontibon;4;23;0.32191535;0.0027104016;58
Fontibon;4;23;0.32191535;0.0027104016;38,1
Fontibon;4;23;0.32191535;0.0027104016;28,8
Fontibon;4;23;0.32191535;0.0027104016;26,1
Fontibon;4;23;0.32191535;0.0027104016;17,4
Fontibon;4;23;0.32191535;0.0027104016;21,4
Fontibon;4;23;0.32191535;0.0027104016;26,5
Fontibon;4;23;0.32191535;0.0027104016;33,1
Fontibon;4;23;0.32191535;0.0027104016;45,7
Fontibon;4;23;0.32191535;0.0027104016;60
Fontibon;4;23;0.32191535;0.0027104016;29,5
Fontibon;4;23;0.32191535;0.0027104016;23,8
Fontibon;4;23;0.32191535;0.0027104016;22,3
Fontibon;4;23;0.32191535;0.0027104016;25
Fontibon;4;23;0.32191535;0.0027104016;25,4
Fontibon;4;23;0.32191535;0.0027104016;32
Fontibon;4;23;0.32191535;0.0027104016;52,7
Fontibon;4;23;0.32191535;0.0027104016;58,2
Fontibon;4;23;0.32191535;0.0027104016;40,4
Fontibon;4;23;0.32191535;0.0027104016;44,2
Fontibon;4;23;0.32191535;0.0027104016;38,1
Fontibon;4;23;0.32191535;0.0027104016;63
Fontibon;4;23;0.32191535;0.0027104016;99,6
Fontibon;4;23;0.32191535;0.0027104016;64,8
Fontibon;4;23;0.32191535;0.0027104016;63
Fontibon;4;23;0.32191535;0.0027104016;62,8
Fontibon;4;23;0.32191535;0.0027104016;62
Fontibon;4;23;0.32191535;0.0027104016;71,2
Fontibon;4;23;0.32191535;0.0027104016;61,6
Fontibon;4;23;0.32191535;0.0027104016;44,9
Fontibon;4;23;0.32191535;0.0027104016;24
Fontibon;4;23;0.32191535;0.0027104016;24,4
Fontibon;4;23;0.32191535;0.0027104016;28,9
Fontibon;4;23;0.32191535;0.0027104016;28,4
Fontibon;4;23;0.32191535;0.0027104016;32,7
Fontibon;4;23;0.32191535;0.0027104016;39,8
Fontibon;4;23;0.32191535;0.0027104016;37,7
Fontibon;4;23;0.32191535;0.0027104016;36,3
Fontibon;4;23;0.32191535;0.0027104016;50
Fontibon;4;23;0.32191535;0.0027104016;59,3
Fontibon;4;23;0.32191535;0.0027104016;51,6
Fontibon;4;23;0.32191535;0.0027104016;48
Fontibon;4;23;0.32191535;0.0027104016;47,7
Fontibon;4;23;0.32191535;0.0027104016;45,7
Fontibon;4;23;0.32191535;0.0027104016;53,4
Fontibon;4;23;0.32191535;0.0027104016;58,3
Fontibon;4;23;0.32191535;0.0027104016;70,6
Fontibon;4;23;0.32191535;0.0027104016;57,1
Fontibon;4;23;0.32191535;0.0027104016;68,5
Fontibon;4;23;0.32191535;0.0027104016;71,4
Fontibon;4;23;0.32191535;0.0027104016;54,5
Fontibon;4;23;0.32191535;0.0027104016;48,8
Fontibon;4;23;0.32191535;0.0027104016;46,2
Fontibon;4;23;0.32191535;0.0027104016;37,6
Fontibon;4;23;0.32191535;0.0027104016;34,4
Fontibon;4;23;0.32191535;0.0027104016;38,7
Fontibon;4;23;0.32191535;0.0027104016;35,6
Fontibon;4;23;0.32191535;0.0027104016;32,1
Fontibon;4;23;0.32191535;0.0027104016;42,6
Fontibon;4;23;0.32191535;0.0027104016;37,7
Fontibon;4;23;0.32191535;0.0027104016;32
Fontibon;4;23;0.32191535;0.0027104016;3,9
Fontibon;4;23;0.32191535;0.0027104016;3,4
Fontibon;4;23;0.32191535;0.0027104016;8,9
Fontibon;4;23;0.32191535;0.0027104016;12,5
Fontibon;4;23;0.32191535;0.0027104016;6,7
Fontibon;4;23;0.32191535;0.0027104016;6
Fontibon;4;23;0.32191535;0.0027104016;6,5
Fontibon;4;23;0.32191535;0.0027104016;12,4
Fontibon;4;23;0.32191535;0.0027104016;15,9
Fontibon;4;23;0.32191535;0.0027104016;15,1
Fontibon;4;23;0.32191535;0.0027104016;15,8
Fontibon;4;23;0.32191535;0.0027104016;14,3
Fontibon;4;23;0.32191535;0.0027104016;17,4
Fontibon;4;23;0.32191535;0.0027104016;20,4
Fontibon;4;23;0.32191535;0.0027104016;14
Fontibon;4;23;0.32191535;0.0027104016;13,8
Fontibon;4;23;0.32191535;0.0027104016;12,8
Fontibon;4;23;0.32191535;0.0027104016;21,4
Fontibon;4;23;0.32191535;0.0027104016;27,1
Fontibon;4;23;0.32191535;0.0027104016;37,9
Fontibon;4;23;0.32191535;0.0027104016;36,6
Fontibon;4;23;0.32191535;0.0027104016;30,9
Fontibon;4;23;0.32191535;0.0027104016;21,1
Fontibon;4;23;0.32191535;0.0027104016;22,2
Fontibon;4;23;0.32191535;0.0027104016;14,9
Fontibon;4;23;0.32191535;0.0027104016;23,4
Fontibon;4;23;0.32191535;0.0027104016;17,1
Fontibon;4;23;0.32191535;0.0027104016;18,8
Fontibon;4;23;0.32191535;0.0027104016;18,7
Fontibon;4;23;0.32191535;0.0027104016;16,4
Fontibon;4;23;0.32191535;0.0027104016;20,1
Fontibon;4;23;0.32191535;0.0027104016;21
Fontibon;4;23;0.32191535;0.0027104016;20,8
Fontibon;4;23;0.32191535;0.0027104016;18,6
Fontibon;4;23;0.32191535;0.0027104016;14
Fontibon;4;23;0.32191535;0.0027104016;14,5
Fontibon;4;23;0.32191535;0.0027104016;20,2
Fontibon;4;23;0.32191535;0.0027104016;21,7
Fontibon;4;23;0.32191535;0.0027104016;19,5
Fontibon;4;23;0.32191535;0.0027104016;24,6
Fontibon;4;23;0.32191535;0.0027104016;20,8
Fontibon;4;23;0.32191535;0.0027104016;18,7
Fontibon;4;23;0.32191535;0.0027104016;16,6
Fontibon;4;23;0.32191535;0.0027104016;23,3
Fontibon;4;23;0.32191535;0.0027104016;26,9
Fontibon;4;23;0.32191535;0.0027104016;36,7
Fontibon;4;23;0.32191535;0.0027104016;42,7
Fontibon;4;23;0.32191535;0.0027104016;29,3
Fontibon;4;23;0.32191535;0.0027104016;31,5
Fontibon;4;23;0.32191535;0.0027104016;26,6
Fontibon;4;23;0.32191535;0.0027104016;32,6
Fontibon;4;23;0.32191535;0.0027104016;27,2
Fontibon;4;23;0.32191535;0.0027104016;32,5
Fontibon;4;23;0.32191535;0.0027104016;19,7
Fontibon;4;23;0.32191535;0.0027104016;27,2
Fontibon;4;23;0.32191535;0.0027104016;30,1
Fontibon;4;23;0.32191535;0.0027104016;40,7
Fontibon;4;23;0.32191535;0.0027104016;38,6
Fontibon;4;23;0.32191535;0.0027104016;45,3
Fontibon;4;23;0.32191535;0.0027104016;48,4
Fontibon;4;23;0.32191535;0.0027104016;51,6
Fontibon;4;23;0.32191535;0.0027104016;47,1
Fontibon;4;23;0.32191535;0.0027104016;37,6
Fontibon;4;23;0.32191535;0.0027104016;32,5
Fontibon;4;23;0.32191535;0.0027104016;27,9
Fontibon;4;23;0.32191535;0.0027104016;36,5
Fontibon;4;23;0.32191535;0.0027104016;29,9
Fontibon;4;23;0.32191535;0.0027104016;18,4
Fontibon;4;23;0.32191535;0.0027104016;12,1
Fontibon;4;23;0.32191535;0.0027104016;12,9
Fontibon;4;23;0.32191535;0.0027104016;12,9
Fontibon;4;23;0.32191535;0.0027104016;21,6
Fontibon;4;23;0.32191535;0.0027104016;16,6
Fontibon;4;23;0.32191535;0.0027104016;12,5
Fontibon;4;23;0.32191535;0.0027104016;18,5
Fontibon;4;23;0.32191535;0.0027104016;23
Fontibon;4;23;0.32191535;0.0027104016;13,3
Fontibon;4;23;0.32191535;0.0027104016;16,5
Fontibon;4;23;0.32191535;0.0027104016;22,9
Fontibon;4;23;0.32191535;0.0027104016;32,6
Fontibon;4;23;0.32191535;0.0027104016;39,4
Fontibon;4;23;0.32191535;0.0027104016;44,2
Fontibon;4;23;0.32191535;0.0027104016;44,1
Fontibon;4;23;0.32191535;0.0027104016;24,7
Fontibon;4;23;0.32191535;0.0027104016;21,2
Fontibon;4;23;0.32191535;0.0027104016;13,4
Fontibon;4;23;0.32191535;0.0027104016;18,4
Fontibon;4;23;0.32191535;0.0027104016;22,2
Fontibon;4;23;0.32191535;0.0027104016;25,9
Fontibon;4;23;0.32191535;0.0027104016;48,8
Fontibon;4;23;0.32191535;0.0027104016;88,2
Fontibon;4;23;0.32191535;0.0027104016;94,7
Fontibon;4;23;0.32191535;0.0027104016;39,4
Fontibon;4;23;0.32191535;0.0027104016;23,3
Fontibon;4;23;0.32191535;0.0027104016;25,3
Fontibon;4;23;0.32191535;0.0027104016;17,7
Fontibon;4;23;0.32191535;0.0027104016;15,2
Fontibon;4;23;0.32191535;0.0027104016;17,8
Fontibon;4;23;0.32191535;0.0027104016;25,1
Fontibon;4;23;0.32191535;0.0027104016;17
Fontibon;4;23;0.32191535;0.0027104016;27,6
Fontibon;4;23;0.32191535;0.0027104016;33
Fontibon;4;23;0.32191535;0.0027104016;24,3
Fontibon;4;23;0.32191535;0.0027104016;39,2
Fontibon;4;23;0.32191535;0.0027104016;61,8
Fontibon;4;23;0.32191535;0.0027104016;70
Fontibon;4;23;0.32191535;0.0027104016;66,9
Fontibon;4;23;0.32191535;0.0027104016;34,1
Fontibon;4;23;0.32191535;0.0027104016;24,5
Fontibon;4;23;0.32191535;0.0027104016;19,6
Fontibon;4;23;0.32191535;0.0027104016;26
Fontibon;4;23;0.32191535;0.0027104016;27,3
Fontibon;4;23;0.32191535;0.0027104016;41,2
Fontibon;4;23;0.32191535;0.0027104016;44
Fontibon;4;23;0.32191535;0.0027104016;52,8
Fontibon;4;23;0.32191535;0.0027104016;39,9
Fontibon;4;23;0.32191535;0.0027104016;30,3
Fontibon;4;23;0.32191535;0.0027104016;41,5
Fontibon;4;23;0.32191535;0.0027104016;26,1
Fontibon;4;23;0.32191535;0.0027104016;26,6
Fontibon;4;23;0.32191535;0.0027104016;25,1
Fontibon;4;23;0.32191535;0.0027104016;57,2
Fontibon;4;23;0.32191535;0.0027104016;56,8
Fontibon;4;23;0.32191535;0.0027104016;34,8
Fontibon;4;23;0.32191535;0.0027104016;32,3
Fontibon;4;23;0.32191535;0.0027104016;25
Fontibon;4;23;0.32191535;0.0027104016;28,2
Fontibon;4;23;0.32191535;0.0027104016;60,7
Fontibon;4;23;0.32191535;0.0027104016;56,7
Fontibon;4;23;0.32191535;0.0027104016;44
Fontibon;4;23;0.32191535;0.0027104016;53,8
Fontibon;4;23;0.32191535;0.0027104016;50,5
Fontibon;4;23;0.32191535;0.0027104016;33,7
Fontibon;4;23;0.32191535;0.0027104016;20,6
Fontibon;4;23;0.32191535;0.0027104016;16
Fontibon;4;23;0.32191535;0.0027104016;16,7
Fontibon;4;23;0.32191535;0.0027104016;25,9
Fontibon;4;23;0.32191535;0.0027104016;45,9
Fontibon;4;23;0.32191535;0.0027104016;55,3
Fontibon;4;23;0.32191535;0.0027104016;57,8
Fontibon;4;23;0.32191535;0.0027104016;52,5
Fontibon;4;23;0.32191535;0.0027104016;17,6
Fontibon;4;23;0.32191535;0.0027104016;23,9
Fontibon;4;23;0.32191535;0.0027104016;23,1
Fontibon;4;23;0.32191535;0.0027104016;24,7
Fontibon;4;23;0.32191535;0.0027104016;31,2
Fontibon;4;23;0.32191535;0.0027104016;22,6
Fontibon;4;23;0.32191535;0.0027104016;19,6
Fontibon;4;23;0.32191535;0.0027104016;27
Fontibon;4;23;0.32191535;0.0027104016;36,9
Fontibon;4;23;0.32191535;0.0027104016;35,6
Fontibon;4;23;0.32191535;0.0027104016;32,5
Fontibon;4;23;0.32191535;0.0027104016;39,5
Fontibon;4;23;0.32191535;0.0027104016;54,9
Fontibon;4;23;0.32191535;0.0027104016;53,7
Fontibon;4;23;0.32191535;0.0027104016;50,9
Fontibon;4;23;0.32191535;0.0027104016;49,6
Fontibon;4;23;0.32191535;0.0027104016;43,7
Fontibon;4;23;0.32191535;0.0027104016;32,3
Fontibon;4;23;0.32191535;0.0027104016;46,3
Fontibon;4;23;0.32191535;0.0027104016;49
Fontibon;4;23;0.32191535;0.0027104016;49,8
Fontibon;4;23;0.32191535;0.0027104016;57,8
Fontibon;4;23;0.32191535;0.0027104016;55
Fontibon;4;23;0.32191535;0.0027104016;43,6
Fontibon;4;23;0.32191535;0.0027104016;28,1
Fontibon;4;23;0.32191535;0.0027104016;18,7
Fontibon;4;23;0.32191535;0.0027104016;15,6
Fontibon;4;23;0.32191535;0.0027104016;12,3
Fontibon;4;23;0.32191535;0.0027104016;19,2
Fontibon;4;23;0.32191535;0.0027104016;32,8
Fontibon;4;23;0.32191535;0.0027104016;53,9
Fontibon;4;23;0.32191535;0.0027104016;78,5
Fontibon;4;23;0.32191535;0.0027104016;33,7
Fontibon;4;23;0.32191535;0.0027104016;42
Fontibon;4;23;0.32191535;0.0027104016;52,1
Fontibon;4;23;0.32191535;0.0027104016;53,3
Fontibon;4;23;0.32191535;0.0027104016;56,2
Fontibon;4;23;0.32191535;0.0027104016;57,5
Fontibon;4;23;0.32191535;0.0027104016;50,8
Fontibon;4;23;0.32191535;0.0027104016;39,3
Fontibon;4;23;0.32191535;0.0027104016;43,9
Fontibon;4;23;0.32191535;0.0027104016;64,8
Fontibon;4;23;0.32191535;0.0027104016;82,3
Fontibon;4;23;0.32191535;0.0027104016;75,9
Fontibon;4;23;0.32191535;0.0027104016;87,7
Fontibon;4;23;0.32191535;0.0027104016;109,8
Fontibon;4;23;0.32191535;0.0027104016;55,8
Fontibon;4;23;0.32191535;0.0027104016;42,2
Fontibon;4;23;0.32191535;0.0027104016;24,5
Fontibon;4;23;0.32191535;0.0027104016;29,3
Fontibon;4;23;0.32191535;0.0027104016;24,2
Fontibon;4;23;0.32191535;0.0027104016;47,8
Fontibon;4;23;0.32191535;0.0027104016;65,2
Fontibon;4;23;0.32191535;0.0027104016;56
Fontibon;4;23;0.32191535;0.0027104016;46
Fontibon;4;23;0.32191535;0.0027104016;46,3
Fontibon;4;23;0.32191535;0.0027104016;48,4
Fontibon;4;23;0.32191535;0.0027104016;43,6
Fontibon;4;23;0.32191535;0.0027104016;62,6
Fontibon;4;23;0.32191535;0.0027104016;87,6
Fontibon;4;23;0.32191535;0.0027104016;74,2
Fontibon;4;23;0.32191535;0.0027104016;86,3
Fontibon;4;23;0.32191535;0.0027104016;86,8
Fontibon;4;23;0.32191535;0.0027104016;64,6
Fontibon;4;23;0.32191535;0.0027104016;59,3
Fontibon;4;23;0.32191535;0.0027104016;41,6
Fontibon;4;23;0.32191535;0.0027104016;38,2
Fontibon;4;23;0.32191535;0.0027104016;41,3
Fontibon;4;23;0.32191535;0.0027104016;55,4
Fontibon;4;23;0.32191535;0.0027104016;59,6
Fontibon;4;23;0.32191535;0.0027104016;65
Fontibon;4;23;0.32191535;0.0027104016;55,4
Fontibon;4;23;0.32191535;0.0027104016;56,8
Fontibon;4;23;0.32191535;0.0027104016;24,6
Fontibon;4;23;0.32191535;0.0027104016;30,5
Fontibon;4;23;0.32191535;0.0027104016;25,2
Fontibon;4;23;0.32191535;0.0027104016;26,9
Fontibon;4;23;0.32191535;0.0027104016;25,5
Fontibon;4;23;0.32191535;0.0027104016;21
Fontibon;4;23;0.32191535;0.0027104016;30,9
Fontibon;4;23;0.32191535;0.0027104016;31,2
Fontibon;4;23;0.32191535;0.0027104016;43,5
Fontibon;4;23;0.32191535;0.0027104016;48,8
Fontibon;4;23;0.32191535;0.0027104016;47,6
Fontibon;4;23;0.32191535;0.0027104016;55,3
Fontibon;4;23;0.32191535;0.0027104016;68,1
Fontibon;4;23;0.32191535;0.0027104016;68,1
Fontibon;4;23;0.32191535;0.0027104016;57,1
Fontibon;4;23;0.32191535;0.0027104016;38,9
Fontibon;4;23;0.32191535;0.0027104016;48,2
Fontibon;4;23;0.32191535;0.0027104016;49,1
Fontibon;4;23;0.32191535;0.0027104016;39,7
Fontibon;4;23;0.32191535;0.0027104016;38,6
Fontibon;4;23;0.32191535;0.0027104016;54,8
Fontibon;4;23;0.32191535;0.0027104016;51,8
Fontibon;4;23;0.32191535;0.0027104016;39,5
Fontibon;4;23;0.32191535;0.0027104016;34,2
Fontibon;4;23;0.32191535;0.0027104016;35
Fontibon;4;23;0.32191535;0.0027104016;25,1
Fontibon;4;23;0.32191535;0.0027104016;25,5
Fontibon;4;23;0.32191535;0.0027104016;19,8
Fontibon;4;23;0.32191535;0.0027104016;17,6
Fontibon;4;23;0.32191535;0.0027104016;13,5
Fontibon;4;23;0.32191535;0.0027104016;10
Fontibon;4;23;0.32191535;0.0027104016;11,7
Fontibon;4;23;0.32191535;0.0027104016;18
Fontibon;4;23;0.32191535;0.0027104016;18,9
Fontibon;4;23;0.32191535;0.0027104016;19,2
Fontibon;4;23;0.32191535;0.0027104016;30,3
Fontibon;4;23;0.32191535;0.0027104016;22,6
Fontibon;4;23;0.32191535;0.0027104016;8,7
Fontibon;4;23;0.32191535;0.0027104016;5,7
Fontibon;4;23;0.32191535;0.0027104016;2,3
Fontibon;4;23;0.32191535;0.0027104016;5,4
Fontibon;4;23;0.32191535;0.0027104016;10,1
Fontibon;4;23;0.32191535;0.0027104016;21,1
Fontibon;4;23;0.32191535;0.0027104016;21,7
Fontibon;4;23;0.32191535;0.0027104016;23,2
Fontibon;4;23;0.32191535;0.0027104016;31,1
Fontibon;4;23;0.32191535;0.0027104016;39,2
Fontibon;4;23;0.32191535;0.0027104016;22,8
Fontibon;4;23;0.32191535;0.0027104016;31,5
Fontibon;4;23;0.32191535;0.0027104016;44,5
Fontibon;4;23;0.32191535;0.0027104016;30
Fontibon;4;23;0.32191535;0.0027104016;29,8
Fontibon;4;23;0.32191535;0.0027104016;28,2
Fontibon;4;23;0.32191535;0.0027104016;31,3
Fontibon;4;23;0.32191535;0.0027104016;42,8
Fontibon;4;23;0.32191535;0.0027104016;31,3
Fontibon;4;23;0.32191535;0.0027104016;31,6
Fontibon;4;23;0.32191535;0.0027104016;8,9
Fontibon;4;23;0.32191535;0.0027104016;7,8
Fontibon;4;23;0.32191535;0.0027104016;5,7
Fontibon;4;23;0.32191535;0.0027104016;8,9
Fontibon;4;23;0.32191535;0.0027104016;12,9
Fontibon;4;23;0.32191535;0.0027104016;14,1
Fontibon;4;23;0.32191535;0.0027104016;15,9
Fontibon;4;23;0.32191535;0.0027104016;25,8
Fontibon;4;23;0.32191535;0.0027104016;42,8
Fontibon;4;23;0.32191535;0.0027104016;39
Fontibon;4;23;0.32191535;0.0027104016;21
Fontibon;4;23;0.32191535;0.0027104016;31,3
Fontibon;4;23;0.32191535;0.0027104016;42,9
Fontibon;4;23;0.32191535;0.0027104016;31,8
Fontibon;4;23;0.32191535;0.0027104016;30,1
Fontibon;4;23;0.32191535;0.0027104016;29,9
Fontibon;4;23;0.32191535;0.0027104016;19,9
Fontibon;4;23;0.32191535;0.0027104016;28,7
Fontibon;4;23;0.32191535;0.0027104016;34,9
Fontibon;4;23;0.32191535;0.0027104016;33,4
Fontibon;4;23;0.32191535;0.0027104016;30,8
Fontibon;4;23;0.32191535;0.0027104016;56,1
Fontibon;4;23;0.32191535;0.0027104016;48,6
Fontibon;4;23;0.32191535;0.0027104016;53,4
Fontibon;4;23;0.32191535;0.0027104016;47,8
Fontibon;4;23;0.32191535;0.0027104016;45,8
Fontibon;4;23;0.32191535;0.0027104016;43
Fontibon;4;23;0.32191535;0.0027104016;33,1
Fontibon;4;23;0.32191535;0.0027104016;26,1
Fontibon;4;23;0.32191535;0.0027104016;47,1
Fontibon;4;23;0.32191535;0.0027104016;135,7
Fontibon;4;23;0.32191535;0.0027104016;75,5
Fontibon;4;23;0.32191535;0.0027104016;152,5
Fontibon;4;23;0.32191535;0.0027104016;116,3
Fontibon;4;23;0.32191535;0.0027104016;84
Fontibon;4;23;0.32191535;0.0027104016;36,7
Fontibon;4;23;0.32191535;0.0027104016;37,4
Fontibon;4;23;0.32191535;0.0027104016;70,6
Fontibon;4;23;0.32191535;0.0027104016;74,5
Fontibon;4;23;0.32191535;0.0027104016;57,8
Fontibon;4;23;0.32191535;0.0027104016;36,3
Fontibon;4;23;0.32191535;0.0027104016;29,4
Fontibon;4;23;0.32191535;0.0027104016;23,8
Fontibon;4;23;0.32191535;0.0027104016;22,3
Fontibon;4;23;0.32191535;0.0027104016;29,8
Fontibon;4;23;0.32191535;0.0027104016;76,8
Fontibon;4;23;0.32191535;0.0027104016;64,6
Fontibon;4;23;0.32191535;0.0027104016;59,6
Fontibon;4;23;0.32191535;0.0027104016;48,2
Fontibon;4;23;0.32191535;0.0027104016;72,5
Fontibon;4;23;0.32191535;0.0027104016;90,6
Fontibon;4;23;0.32191535;0.0027104016;40,2
Fontibon;4;23;0.32191535;0.0027104016;52,8
Fontibon;4;23;0.32191535;0.0027104016;60
Fontibon;4;23;0.32191535;0.0027104016;60,4
Fontibon;4;23;0.32191535;0.0027104016;64,8
Fontibon;4;23;0.32191535;0.0027104016;72,7
