Country;Month;Year;Lat;Lon;PM10 
Fontibon;3;23;0.32191535;0.0027104016;60,4
Fontibon;3;23;0.32191535;0.0027104016;68,4
Fontibon;3;23;0.32191535;0.0027104016;59,1
Fontibon;3;23;0.32191535;0.0027104016;23,1
Fontibon;3;23;0.32191535;0.0027104016;22,9
Fontibon;3;23;0.32191535;0.0027104016;16,4
Fontibon;3;23;0.32191535;0.0027104016;20,5
Fontibon;3;23;0.32191535;0.0027104016;32,4
Fontibon;3;23;0.32191535;0.0027104016;46,4
Fontibon;3;23;0.32191535;0.0027104016;46,2
Fontibon;3;23;0.32191535;0.0027104016;71,1
Fontibon;3;23;0.32191535;0.0027104016;99,2
Fontibon;3;23;0.32191535;0.0027104016;78,3
Fontibon;3;23;0.32191535;0.0027104016;53,5
Fontibon;3;23;0.32191535;0.0027104016;37
Fontibon;3;23;0.32191535;0.0027104016;34,4
Fontibon;3;23;0.32191535;0.0027104016;56,8
Fontibon;3;23;0.32191535;0.0027104016;64,3
Fontibon;3;23;0.32191535;0.0027104016;40,6
Fontibon;3;23;0.32191535;0.0027104016;32,8
Fontibon;3;23;0.32191535;0.0027104016;36,6
Fontibon;3;23;0.32191535;0.0027104016;25,9
Fontibon;3;23;0.32191535;0.0027104016;15
Fontibon;3;23;0.32191535;0.0027104016;25,9
Fontibon;3;23;0.32191535;0.0027104016;19,4
Fontibon;3;23;0.32191535;0.0027104016;21,9
Fontibon;3;23;0.32191535;0.0027104016;21,3
Fontibon;3;23;0.32191535;0.0027104016;22,3
Fontibon;3;23;0.32191535;0.0027104016;16,5
Fontibon;3;23;0.32191535;0.0027104016;14,1
Fontibon;3;23;0.32191535;0.0027104016;15,4
Fontibon;3;23;0.32191535;0.0027104016;17,3
Fontibon;3;23;0.32191535;0.0027104016;13
Fontibon;3;23;0.32191535;0.0027104016;17,9
Fontibon;3;23;0.32191535;0.0027104016;43,8
Fontibon;3;23;0.32191535;0.0027104016;17,7
Fontibon;3;23;0.32191535;0.0027104016;16,6
Fontibon;3;23;0.32191535;0.0027104016;17,9
Fontibon;3;23;0.32191535;0.0027104016;8,2
Fontibon;3;23;0.32191535;0.0027104016;7,7
Fontibon;3;23;0.32191535;0.0027104016;18
Fontibon;3;23;0.32191535;0.0027104016;19,7
Fontibon;3;23;0.32191535;0.0027104016;28,7
Fontibon;3;23;0.32191535;0.0027104016;20,7
Fontibon;3;23;0.32191535;0.0027104016;19,1
Fontibon;3;23;0.32191535;0.0027104016;20,6
Fontibon;3;23;0.32191535;0.0027104016;24,6
Fontibon;3;23;0.32191535;0.0027104016;27,7
Fontibon;3;23;0.32191535;0.0027104016;28,1
Fontibon;3;23;0.32191535;0.0027104016;41,7
Fontibon;3;23;0.32191535;0.0027104016;44,5
Fontibon;3;23;0.32191535;0.0027104016;32,3
Fontibon;3;23;0.32191535;0.0027104016;17,1
Fontibon;3;23;0.32191535;0.0027104016;22,2
Fontibon;3;23;0.32191535;0.0027104016;18,5
Fontibon;3;23;0.32191535;0.0027104016;29,5
Fontibon;3;23;0.32191535;0.0027104016;40,3
Fontibon;3;23;0.32191535;0.0027104016;50,5
Fontibon;3;23;0.32191535;0.0027104016;63,8
Fontibon;3;23;0.32191535;0.0027104016;47,5
Fontibon;3;23;0.32191535;0.0027104016;32,6
Fontibon;3;23;0.32191535;0.0027104016;35
Fontibon;3;23;0.32191535;0.0027104016;29,6
Fontibon;3;23;0.32191535;0.0027104016;31,2
Fontibon;3;23;0.32191535;0.0027104016;20,8
Fontibon;3;23;0.32191535;0.0027104016;25,2
Fontibon;3;23;0.32191535;0.0027104016;20,3
Fontibon;3;23;0.32191535;0.0027104016;22,7
Fontibon;3;23;0.32191535;0.0027104016;26,2
Fontibon;3;23;0.32191535;0.0027104016;22,7
Fontibon;3;23;0.32191535;0.0027104016;30,6
Fontibon;3;23;0.32191535;0.0027104016;35,1
Fontibon;3;23;0.32191535;0.0027104016;41,7
Fontibon;3;23;0.32191535;0.0027104016;40,6
Fontibon;3;23;0.32191535;0.0027104016;45,1
Fontibon;3;23;0.32191535;0.0027104016;50,2
Fontibon;3;23;0.32191535;0.0027104016;37,5
Fontibon;3;23;0.32191535;0.0027104016;27,2
Fontibon;3;23;0.32191535;0.0027104016;23,1
Fontibon;3;23;0.32191535;0.0027104016;34,1
Fontibon;3;23;0.32191535;0.0027104016;62,2
Fontibon;3;23;0.32191535;0.0027104016;91,6
Fontibon;3;23;0.32191535;0.0027104016;141,9
Fontibon;3;23;0.32191535;0.0027104016;87,4
Fontibon;3;23;0.32191535;0.0027104016;55,6
Fontibon;3;23;0.32191535;0.0027104016;35,4
Fontibon;3;23;0.32191535;0.0027104016;37
Fontibon;3;23;0.32191535;0.0027104016;35,4
Fontibon;3;23;0.32191535;0.0027104016;65,8
Fontibon;3;23;0.32191535;0.0027104016;84,8
Fontibon;3;23;0.32191535;0.0027104016;59
Fontibon;3;23;0.32191535;0.0027104016;58,3
Fontibon;3;23;0.32191535;0.0027104016;53,3
Fontibon;3;23;0.32191535;0.0027104016;50,7
Fontibon;3;23;0.32191535;0.0027104016;61,6
Fontibon;3;23;0.32191535;0.0027104016;62,1
Fontibon;3;23;0.32191535;0.0027104016;41,1
Fontibon;3;23;0.32191535;0.0027104016;22,4
Fontibon;3;23;0.32191535;0.0027104016;20,1
Fontibon;3;23;0.32191535;0.0027104016;27,4
Fontibon;3;23;0.32191535;0.0027104016;31,5
Fontibon;3;23;0.32191535;0.0027104016;42,3
Fontibon;3;23;0.32191535;0.0027104016;51,4
Fontibon;3;23;0.32191535;0.0027104016;61,1
Fontibon;3;23;0.32191535;0.0027104016;71,5
Fontibon;3;23;0.32191535;0.0027104016;95,9
Fontibon;3;23;0.32191535;0.0027104016;107,8
Fontibon;3;23;0.32191535;0.0027104016;70,6
Fontibon;3;23;0.32191535;0.0027104016;72,2
Fontibon;3;23;0.32191535;0.0027104016;56,9
Fontibon;3;23;0.32191535;0.0027104016;31,9
Fontibon;3;23;0.32191535;0.0027104016;33,5
Fontibon;3;23;0.32191535;0.0027104016;50,8
Fontibon;3;23;0.32191535;0.0027104016;60
Fontibon;3;23;0.32191535;0.0027104016;47
Fontibon;3;23;0.32191535;0.0027104016;41,7
Fontibon;3;23;0.32191535;0.0027104016;47,3
Fontibon;3;23;0.32191535;0.0027104016;56
Fontibon;3;23;0.32191535;0.0027104016;63,1
Fontibon;3;23;0.32191535;0.0027104016;71,1
Fontibon;3;23;0.32191535;0.0027104016;76,5
Fontibon;3;23;0.32191535;0.0027104016;72,8
Fontibon;3;23;0.32191535;0.0027104016;104,2
Fontibon;3;23;0.32191535;0.0027104016;77,5
Fontibon;3;23;0.32191535;0.0027104016;62,4
Fontibon;3;23;0.32191535;0.0027104016;65,4
Fontibon;3;23;0.32191535;0.0027104016;67,9
Fontibon;3;23;0.32191535;0.0027104016;65,6
Fontibon;3;23;0.32191535;0.0027104016;59,5
Fontibon;3;23;0.32191535;0.0027104016;78,1
Fontibon;3;23;0.32191535;0.0027104016;97,4
Fontibon;3;23;0.32191535;0.0027104016;101,8
Fontibon;3;23;0.32191535;0.0027104016;109,1
Fontibon;3;23;0.32191535;0.0027104016;86,1
Fontibon;3;23;0.32191535;0.0027104016;92,2
Fontibon;3;23;0.32191535;0.0027104016;88
Fontibon;3;23;0.32191535;0.0027104016;90,9
Fontibon;3;23;0.32191535;0.0027104016;70
Fontibon;3;23;0.32191535;0.0027104016;57,4
Fontibon;3;23;0.32191535;0.0027104016;53,7
Fontibon;3;23;0.32191535;0.0027104016;52
Fontibon;3;23;0.32191535;0.0027104016;51,6
Fontibon;3;23;0.32191535;0.0027104016;51,5
Fontibon;3;23;0.32191535;0.0027104016;66,4
Fontibon;3;23;0.32191535;0.0027104016;69,4
Fontibon;3;23;0.32191535;0.0027104016;68,5
Fontibon;3;23;0.32191535;0.0027104016;45,9
Fontibon;3;23;0.32191535;0.0027104016;32,3
Fontibon;3;23;0.32191535;0.0027104016;34,2
Fontibon;3;23;0.32191535;0.0027104016;48,6
Fontibon;3;23;0.32191535;0.0027104016;58,1
Fontibon;3;23;0.32191535;0.0027104016;60,5
Fontibon;3;23;0.32191535;0.0027104016;71,6
Fontibon;3;23;0.32191535;0.0027104016;80,9
Fontibon;3;23;0.32191535;0.0027104016;46,2
Fontibon;3;23;0.32191535;0.0027104016;51,5
Fontibon;3;23;0.32191535;0.0027104016;42
Fontibon;3;23;0.32191535;0.0027104016;35
Fontibon;3;23;0.32191535;0.0027104016;35,7
Fontibon;3;23;0.32191535;0.0027104016;76,4
Fontibon;3;23;0.32191535;0.0027104016;86,1
Fontibon;3;23;0.32191535;0.0027104016;85,7
Fontibon;3;23;0.32191535;0.0027104016;44,1
Fontibon;3;23;0.32191535;0.0027104016;56,3
Fontibon;3;23;0.32191535;0.0027104016;80,7
Fontibon;3;23;0.32191535;0.0027104016;45,7
Fontibon;3;23;0.32191535;0.0027104016;54,3
Fontibon;3;23;0.32191535;0.0027104016;44
Fontibon;3;23;0.32191535;0.0027104016;42,6
Fontibon;3;23;0.32191535;0.0027104016;34,4
Fontibon;3;23;0.32191535;0.0027104016;37,1
Fontibon;3;23;0.32191535;0.0027104016;37
Fontibon;3;23;0.32191535;0.0027104016;30,6
Fontibon;3;23;0.32191535;0.0027104016;29,4
Fontibon;3;23;0.32191535;0.0027104016;38,8
Fontibon;3;23;0.32191535;0.0027104016;43,9
Fontibon;3;23;0.32191535;0.0027104016;41,4
Fontibon;3;23;0.32191535;0.0027104016;35
Fontibon;3;23;0.32191535;0.0027104016;52,4
Fontibon;3;23;0.32191535;0.0027104016;47,9
Fontibon;3;23;0.32191535;0.0027104016;42
Fontibon;3;23;0.32191535;0.0027104016;47,3
Fontibon;3;23;0.32191535;0.0027104016;43,4
Fontibon;3;23;0.32191535;0.0027104016;45,6
Fontibon;3;23;0.32191535;0.0027104016;42,6
Fontibon;3;23;0.32191535;0.0027104016;40,9
Fontibon;3;23;0.32191535;0.0027104016;46
Fontibon;3;23;0.32191535;0.0027104016;46,6
Fontibon;3;23;0.32191535;0.0027104016;48,5
Fontibon;3;23;0.32191535;0.0027104016;41,3
Fontibon;3;23;0.32191535;0.0027104016;48
Fontibon;3;23;0.32191535;0.0027104016;41,4
Fontibon;3;23;0.32191535;0.0027104016;38,9
Fontibon;3;23;0.32191535;0.0027104016;43,2
Fontibon;3;23;0.32191535;0.0027104016;37,7
Fontibon;3;23;0.32191535;0.0027104016;36
Fontibon;3;23;0.32191535;0.0027104016;36,7
Fontibon;3;23;0.32191535;0.0027104016;40,3
Fontibon;3;23;0.32191535;0.0027104016;38,8
Fontibon;3;23;0.32191535;0.0027104016;53,4
Fontibon;3;23;0.32191535;0.0027104016;45,5
Fontibon;3;23;0.32191535;0.0027104016;53,7
Fontibon;3;23;0.32191535;0.0027104016;51
Fontibon;3;23;0.32191535;0.0027104016;45,6
Fontibon;3;23;0.32191535;0.0027104016;47
Fontibon;3;23;0.32191535;0.0027104016;34,9
Fontibon;3;23;0.32191535;0.0027104016;33
Fontibon;3;23;0.32191535;0.0027104016;27,7
Fontibon;3;23;0.32191535;0.0027104016;31,4
Fontibon;3;23;0.32191535;0.0027104016;29,3
Fontibon;3;23;0.32191535;0.0027104016;36,4
Fontibon;3;23;0.32191535;0.0027104016;33,4
Fontibon;3;23;0.32191535;0.0027104016;37
Fontibon;3;23;0.32191535;0.0027104016;44,8
Fontibon;3;23;0.32191535;0.0027104016;54,3
Fontibon;3;23;0.32191535;0.0027104016;50,4
Fontibon;3;23;0.32191535;0.0027104016;52,1
Fontibon;3;23;0.32191535;0.0027104016;49,5
Fontibon;3;23;0.32191535;0.0027104016;61,6
Fontibon;3;23;0.32191535;0.0027104016;41,1
Fontibon;3;23;0.32191535;0.0027104016;36,3
Fontibon;3;23;0.32191535;0.0027104016;39,6
Fontibon;3;23;0.32191535;0.0027104016;48,7
Fontibon;3;23;0.32191535;0.0027104016;49,2
Fontibon;3;23;0.32191535;0.0027104016;62,6
Fontibon;3;23;0.32191535;0.0027104016;64,1
Fontibon;3;23;0.32191535;0.0027104016;52,1
Fontibon;3;23;0.32191535;0.0027104016;46,1
Fontibon;3;23;0.32191535;0.0027104016;40,9
Fontibon;3;23;0.32191535;0.0027104016;40,1
Fontibon;3;23;0.32191535;0.0027104016;43,3
Fontibon;3;23;0.32191535;0.0027104016;53,5
Fontibon;3;23;0.32191535;0.0027104016;40,2
Fontibon;3;23;0.32191535;0.0027104016;78,4
Fontibon;3;23;0.32191535;0.0027104016;61,5
Fontibon;3;23;0.32191535;0.0027104016;47,3
Fontibon;3;23;0.32191535;0.0027104016;49,6
Fontibon;3;23;0.32191535;0.0027104016;53,9
Fontibon;3;23;0.32191535;0.0027104016;57,9
Fontibon;3;23;0.32191535;0.0027104016;53,4
Fontibon;3;23;0.32191535;0.0027104016;60,5
Fontibon;3;23;0.32191535;0.0027104016;57,3
Fontibon;3;23;0.32191535;0.0027104016;52,1
Fontibon;3;23;0.32191535;0.0027104016;45,2
Fontibon;3;23;0.32191535;0.0027104016;36,7
Fontibon;3;23;0.32191535;0.0027104016;45,7
Fontibon;3;23;0.32191535;0.0027104016;45,8
Fontibon;3;23;0.32191535;0.0027104016;64,1
Fontibon;3;23;0.32191535;0.0027104016;111,8
Fontibon;3;23;0.32191535;0.0027104016;120,9
Fontibon;3;23;0.32191535;0.0027104016;112,4
Fontibon;3;23;0.32191535;0.0027104016;103,1
Fontibon;3;23;0.32191535;0.0027104016;119,3
Fontibon;3;23;0.32191535;0.0027104016;51,7
Fontibon;3;23;0.32191535;0.0027104016;77,2
Fontibon;3;23;0.32191535;0.0027104016;57,5
Fontibon;3;23;0.32191535;0.0027104016;41,7
Fontibon;3;23;0.32191535;0.0027104016;41,9
Fontibon;3;23;0.32191535;0.0027104016;69
Fontibon;3;23;0.32191535;0.0027104016;48,4
Fontibon;3;23;0.32191535;0.0027104016;42,4
Fontibon;3;23;0.32191535;0.0027104016;46
Fontibon;3;23;0.32191535;0.0027104016;36,3
Fontibon;3;23;0.32191535;0.0027104016;38,1
Fontibon;3;23;0.32191535;0.0027104016;27,5
Fontibon;3;23;0.32191535;0.0027104016;24,2
Fontibon;3;23;0.32191535;0.0027104016;35,3
Fontibon;3;23;0.32191535;0.0027104016;27,6
Fontibon;3;23;0.32191535;0.0027104016;24,3
Fontibon;3;23;0.32191535;0.0027104016;37,8
Fontibon;3;23;0.32191535;0.0027104016;47
Fontibon;3;23;0.32191535;0.0027104016;57,3
Fontibon;3;23;0.32191535;0.0027104016;58
Fontibon;3;23;0.32191535;0.0027104016;36,1
